category,genres,numVotes,runtimeMinutes,startYear,averageRating
actress,Drama,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actress,History,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actress,War,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actor,Drama,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actor,History,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actor,War,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
director,Drama,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
director,History,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
director,War,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
writer,Drama,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
writer,History,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
writer,War,0.00969735665584924,0.6448598130841121,0.0,0.5915492957746478
actress,Drama,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
actress,Romance,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
actor,Drama,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
actor,Romance,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
director,Drama,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
director,Romance,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
writer,Drama,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
writer,Romance,0.0010175517154183155,0.009345794392523366,0.0,0.6197183098591548
actor,Action,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actor,Adventure,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actor,Sci-Fi,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actress,Action,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actress,Adventure,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actress,Sci-Fi,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
director,Action,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
director,Adventure,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
director,Sci-Fi,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
writer,Action,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
writer,Adventure,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
writer,Sci-Fi,0.0006590481941845773,0.22429906542056072,0.011111111111112848,0.5633802816901408
actress,Drama,4.206690601178152e-06,0.5747663551401869,0.011111111111112848,0.6901408450704223
actor,Drama,4.206690601178152e-06,0.5747663551401869,0.011111111111112848,0.6901408450704223
director,Drama,4.206690601178152e-06,0.5747663551401869,0.011111111111112848,0.6901408450704223
writer,Drama,4.206690601178152e-06,0.5747663551401869,0.011111111111112848,0.6901408450704223
writer,Drama,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
writer,History,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
actress,Drama,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
actress,History,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
actor,Drama,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
actor,History,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
director,Drama,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
director,History,0.0060884835301051815,0.49532710280373826,0.011111111111112848,0.788732394366197
actress,Comedy,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
actress,Drama,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
actor,Comedy,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
actor,Drama,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
director,Comedy,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
director,Drama,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
writer,Comedy,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
writer,Drama,0.0004753560379331314,0.16822429906542058,0.03333333333333499,0.5211267605633803
actor,Comedy,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actor,Drama,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actor,Family,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actress,Comedy,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actress,Drama,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actress,Family,0.046897589052134446,0.05140186915887851,0.06666666666666643,0.8591549295774648
actor,Drama,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actor,Romance,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actor,War,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actress,Drama,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actress,Romance,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actress,War,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
director,Drama,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
director,Romance,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
director,War,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
writer,Drama,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
writer,Romance,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
writer,War,0.0027067716968247435,0.43925233644859807,0.11111111111111072,0.8028169014084505
actor,Drama,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
actor,History,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
director,Drama,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
director,History,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
writer,Drama,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
writer,History,0.022832514352994625,0.08411214953271029,0.11111111111111072,0.816901408450704
actor,Adventure,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actor,Comedy,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actor,Drama,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actress,Adventure,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actress,Comedy,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actress,Drama,0.042624993631537836,0.17757009345794394,0.11111111111111072,0.845070422535211
actor,Drama,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
actor,Romance,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
actress,Drama,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
actress,Romance,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
director,Drama,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
director,Romance,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
writer,Drama,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
writer,Romance,0.0,0.16822429906542058,0.11111111111111072,0.7183098591549293
actress,Drama,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
actress,Romance,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
actor,Drama,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
actor,Romance,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
director,Drama,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
director,Romance,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
writer,Drama,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
writer,Romance,0.0009455705651314894,0.3738317757009345,0.11111111111111072,0.7183098591549293
actor,Crime,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
actor,Drama,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
actor,Romance,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
actress,Crime,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
actress,Drama,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
actress,Romance,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
director,Crime,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
director,Drama,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
director,Romance,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
writer,Crime,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
writer,Drama,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
writer,Romance,0.0007104633015323103,0.1355140186915888,0.11111111111111072,0.704225352112676
writer,Adventure,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
writer,Drama,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
writer,Romance,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actor,Adventure,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actor,Drama,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actor,Romance,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actress,Adventure,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actress,Drama,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
actress,Romance,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
director,Adventure,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
director,Drama,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
director,Romance,0.0032031611877637654,0.4018691588785046,0.11111111111111072,0.788732394366197
writer,Drama,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
writer,Romance,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
actor,Drama,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
actor,Romance,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
actress,Drama,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
actress,Romance,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
director,Drama,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
director,Romance,0.001741102498820958,0.2570093457943925,0.12222222222222356,0.7746478873239435
actress,Drama,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
actress,Sci-Fi,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
actor,Drama,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
actor,Sci-Fi,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
director,Drama,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
director,Sci-Fi,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
writer,Drama,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
writer,Sci-Fi,0.06872937845211548,0.44859813084112143,0.13333333333333286,0.8591549295774648
actress,Drama,0.0005066725124085687,0.24766355140186913,0.12222222222222356,0.7183098591549293
actor,Drama,0.0005066725124085687,0.24766355140186913,0.12222222222222356,0.7183098591549293
director,Drama,0.0005066725124085687,0.24766355140186913,0.12222222222222356,0.7183098591549293
writer,Drama,0.0005066725124085687,0.24766355140186913,0.12222222222222356,0.7183098591549293
actress,Comedy,0.0003402745286286329,0.1074766355140187,0.13333333333333286,0.732394366197183
